PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Qadir, MI; Bernardi, F; Scholten, JD; Baptista, DL; Dupont, J				Qadir, Muhammad I.; Bernardi, Fabiano; Scholten, Jackson D.; Baptista, Daniel L.; Dupont, Jairton			Synergistic CO2 hydrogenation over bimetallic Ru/Ni nanoparticles in ionic liquids	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				SEP 5	2019	252						10	17		10.1016/j.apcatb.2019.04.005								WOS:000469906200002						
J	Hao, MM; Deng, XY; Xu, LZ; Li, ZH				Hao, Mingming; Deng, Xiaoyu; Xu, Lizhi; Li, Zhaohui			Noble metal Free MoS2/ZnIn2S4 nanocomposite for acceptorless photocatalytic semi-dehydrogenation of 1,2,3,4-tetrahydroisoquinoline to produce 3,4-dihydroisoquinoline	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				SEP 5	2019	252						18	23		10.1016/j.apcatb.2019.04.002								WOS:000469906200003						
J	Zhang, SB; Li, M; Zhao, JK; Wang, H; Zhu, XL; Han, JY; Liu, X				Zhang, Shengbo; Li, Mei; Zhao, Jiankang; Wang, Hua; Zhu, Xinli; Han, Jinyu; Liu, Xiao			Plasmonic AuPd-based Mott-Schottky photocatalyst for synergistically enhanced hydrogen evolution from formic acid and aldehyde	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				SEP 5	2019	252						24	32		10.1016/j.apcatb.2019.04.013								WOS:000469906200004						
J	Chen, P; Liu, F; Ding, HZ; Chen, S; Chen, L; Li, YJ; Au, CT; Yin, SF				Chen, Peng; Liu, Fan; Ding, Hongzhi; Chen, Sheng; Chen, Lang; Li, You-Ji; Au, Chak-Tong; Yin, Shuang-Feng			Porous double-shell CdS@C3N4 octahedron derived by in situ supramolecular self-assembly for enhanced photocatalytic activity	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				SEP 5	2019	252						33	40		10.1016/j.apcatb.2019.04.006								WOS:000469906200005						
J	Xu, JJ; Chen, YF; Dong, ZY; Peng, YN; Yue, ST; Huang, H				Xu, Jiajie; Chen, Yanfeng; Dong, Zhiyong; Peng, Yanni; Yue Situ; Huang, Hong			Strong effect of multi-electron oxygen reduction reaction on photocatalysis through the promotion of interfacial charge transfer	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				SEP 5	2019	252						41	46		10.1016/j.apcatb.2019.03.075								WOS:000469906200006						
J	Chen, CR; Zeng, HY; Yi, MY; Xiao, GF; Xu, S; Shen, SG; Feng, B				Chen, Chaorong; Zeng, Hongyan; Yi, Moyu; Xiao, Gaofei; Xu, Sheng; Shen, Shigen; Feng, Bo			In-situ growth of Ag3PO4 on calcined Zn-Al layered double hydroxides for enhanced photocatalytic degradation of tetracycline under simulated solar light irradiation and toxicity assessment	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				SEP 5	2019	252						47	54		10.1016/j.apcatb.2019.03.083								WOS:000469906200007						
J	Choi, SY; Kim, S; Lee, KJ; Kim, JY; Han, DS; Park, H				Choi, Seung Yo; Kim, Seonghun; Lee, Kyung Jin; Kim, Jin Young; Han, Dong Suk; Park, Hyunwoong			Solar hydrogen peroxide production on carbon nanotubes wired to titania nanorod arrays catalyzing As(III) oxidation	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				SEP 5	2019	252						55	61		10.1016/j.apcatb.2019.03.060								WOS:000469906200008						
J	Kim, J; Choe, YJ; Kim, SH; Jeong, K				Kim, Jongsik; Choe, Yun Jeong; Kim, Sang Hoon; Jeong, Keunhong			Enhancing the decomposition of refractory contaminants on SO42--functionalized iron oxide to accommodate surface SO4 center dot - generated via radical transfer from (OH)-O-center dot	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				SEP 5	2019	252						62	76		10.1016/j.apcatb.2019.04.015								WOS:000469906200009						
J	Khan, H; Rigamonti, MG; Boffito, DC				Khan, Hayat; Rigamonti, Marco G.; Boffito, Dania C.			Enhanced photocatalytic activity of Pt-TiO2/WO3 hybrid material with energy storage ability	APPLIED CATALYSIS B-ENVIRONMENTAL																Boffito, Daria Camilla/N-4405-2015	Boffito, Daria Camilla/0000-0002-5252-5752												0926-3373	1873-3883				SEP 5	2019	252						77	85		10.1016/j.apcatb.2019.04.019								WOS:000469906200010						
J	Bu, KK; Kuboon, S; Deng, J; Li, HR; Yan, TT; Chen, GR; Shi, LY; Zhang, DS				Bu, Kankan; Kuboon, Sanchai; Deng, Jiang; Li, Hongrui; Yan, Tingting; Chen, Guorong; Shi, Liyi; Zhang, Dengsong			Methane dry reforming over boron nitride interface-confined and LDHs-derived Ni catalysts	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				SEP 5	2019	252						86	97		10.1016/j.apcatb.2019.04.007								WOS:000469906200011						
J	Zheng, XH; Li, YL; Zhang, LY; Shen, LJ; Xiao, YH; Zhang, YF; Au, CT; Jiang, LL				Zheng, Xiaohai; Li, Yanli; Zhang, Linyan; Shen, Lijuan; Xiao, Yihong; Zhang, Yongfan; Au, Chaktong; Jiang, Lilong			Insight into the effect of morphology on catalytic performance of porous CeO2 nanocrystals for H2S selective oxidation	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				SEP 5	2019	252						98	110		10.1016/j.apcatb.2019.04.014								WOS:000469906200012						
J	Mateo, D; Garcia-Mulero, A; Albero, J; Garcia, H				Mateo, Diego; Garcia-Mulero, Ana; Albero, Josep; Garcia, Hermenegildo			N-doped defective graphene decorated by strontium titanate as efficient photocatalyst for overall water splitting	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				SEP 5	2019	252						111	119		10.1016/j.apcatb.2019.04.011								WOS:000469906200013						
J	Wang, QM; Chen, SG; Li, P; Ibraheem, S; Li, J; Deng, JH; Wei, ZD				Wang, Qingmei; Chen, Siguo; Li, Pan; Ibraheem, Shumaila; Li, Jia; Deng, Jianghai; Wei, Zidong			Surface Ru enriched structurally ordered intermetallic PtFe@PtRuFe core-shell nanostructure boosts methanol oxidation reaction catalysis	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				SEP 5	2019	252						120	127		10.1016/j.apcatb.2019.04.023								WOS:000469906200014						
J	Torres-Pinto, A; Sampaio, MJ; Silva, CG; Faria, JL; Silva, AMT				Torres-Pinto, Andre; Sampaio, Maria J.; Silva, Claudia G.; Faria, Joaquim L.; Silva, Adrian M. T.			Metal-free carbon nitride photocatalysis with in situ hydrogen peroxide generation for the degradation of aromatic compounds	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				SEP 5	2019	252						128	137		10.1016/j.apcatb.2019.03.040								WOS:000469906200015						
J	Mazierski, P; Caicedo, PNA; Grzyb, T; Mikolajczyk, A; Roy, JK; Wyrzykowska, E; Wei, ZS; Kowalska, E; Puzyn, T; Zaleska-Medynska, A; Nadolna, J				Mazierski, Pawel; Caicedo, Pablo Nicolas Arellano; Grzyb, Tomasz; Mikolajczyk, Alicja; Roy, Juganta K.; Wyrzykowska, Ewelina; Wei, Zhishun; Kowalska, Ewa; Puzyn, Tomasz; Zaleska-Medynska, Adriana; Nadolna, Joanna			Experimental and computational study of Tm-doped TiO2: The effect of Li+ on Vis-response photocatalysis and luminescence	APPLIED CATALYSIS B-ENVIRONMENTAL																	Zaleska-Medynska, Adriana/0000-0003-3817-296X												0926-3373	1873-3883				SEP 5	2019	252						138	151		10.1016/j.apcatb.2019.03.051								WOS:000469906200016						
J	Chen, XY; Sun, HZ; Zhang, JB; Zelekew, OA; Lu, DF; Kuo, DH; Lin, JG				Chen, Xiaoyun; Sun, Huizhi; Zhang, Jubin; Zelekew, Osman Ahmed; Lu, Dongfang; Kuo, Dong-Hau; Lin, Jinguo			Synthesis of visible light responsive iodine-doped mesoporous TiO2 by using biological renewable lignin as template for degradation of toxic organic pollutants	APPLIED CATALYSIS B-ENVIRONMENTAL																	Kuo, Dong-Hau/0000-0001-9300-8551												0926-3373	1873-3883				SEP 5	2019	252						152	163		10.1016/j.apcatb.2019.04.034								WOS:000469906200017						
J	Liu, Y; Zhang, ZY; Fang, YR; Liu, BK; Huang, JD; Miao, FJ; Bao, YA; Dong, B				Liu, Yang; Zhang, Zhenyi; Fang, Yurui; Liu, Benkang; Huang, Jindou; Miao, Fujun; Bao, Yanan; Dong, Bin			IR-Driven strong plasmonic-coupling on Ag nanorices/W18O49 nanowires heterostructures for photo/thermal synergistic enhancement of H-2 evolution from ammonia borane	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				SEP 5	2019	252						164	173		10.1016/j.apcatb.2019.04.035								WOS:000469906200018						
J	Wang, YF; Zhang, M; Yu, H; Zuo, Y; Gao, J; He, G; Sun, ZQ				Wang, Yanfen; Zhang, Miao; Yu, Hai; Zuo, Yong; Gao, Juan; He, Gang; Sun, Zhaoqi			Facile fabrication of Ag/graphene oxide/TiO2 nanorod array as a powerful substrate for photocatalytic degradation and surface-enhanced Raman scattering detection	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				SEP 5	2019	252						174	186		10.1016/j.apcatb.2019.03.084								WOS:000469906200019						
J	Meng, FQ; Ma, W; Duan, CY; Liu, X; Chen, Z; Wang, MY; Gao, J; Zhang, Z				Meng, Fanqing; Ma, Wei; Duan, Chunying; Liu, Xin; Chen, Zhen; Wang, Moyan; Gao, Jian; Zhang, Zhe			High efficient degradation of levofloxacin by edge-selectively Fe@3D-WS2: Self-renewing behavior and Degradation mechanism study	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				SEP 5	2019	252						187	197		10.1016/j.apcatb.2019.04.020								WOS:000469906200020						
J	Liu, LJ; Zhao, Q; Liu, R; Zhu, LF				Liu, Lijun; Zhao, Qing; Liu, Rong; Zhu, Leifan			Hydrogen adsorption-induced catalytic enhancement over Cu nanoparticles immobilized by layered Ti3C2 MXene	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				SEP 5	2019	252						198	204		10.1016/j.apcatb.2019.04.026								WOS:000469906200021						
J	DeSario, PA; Pitman, CL; Delia, DJ; Driscoll, DM; Maynes, AJ; Morris, JR; Pennington, AM; Brintlinger, TH; Ronson, DR; Pietron, JJ				DeSario, Paul A.; Pitman, Catherine L.; Delia, Daniel J.; Driscoll, Darren M.; Maynes, Andrew J.; Morris, John R.; Pennington, Ashley M.; Brintlinger, Todd H.; Ronson, Debra R.; Pietron, Jeremy J.			Low-temperature CO oxidation at persistent low-valent Cu nanoparticles on TiO2 aerogels	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				SEP 5	2019	252						205	213		10.1016/j.apcatb.2019.03.073								WOS:000469906200022						
J	Yang, HY; Chen, ZL; Hao, WJ; Xu, HB; Guo, YH; Wu, RB				Yang, Hongyuan; Chen, Ziliang; Hao, Weiju; Xu, Hongbin; Guo, Yanhui; Wu, Renbing			Catalyzing overall water splitting at an ultralow cell voltage of 1.42 V via coupled Co-doped NiO nanosheets with carbon	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				SEP 5	2019	252						214	221		10.1016/j.apcatb.2019.04.021								WOS:000469906200023						
J	Duong, HP; Mashiyama, T; Kobayashi, M; Iwase, A; Kudo, A; Asakura, Y; Yin, S; Kakihana, M; Kato, H				Hong Phong Duong; Mashiyama, Takahiro; Kobayashi, Makoto; Iwase, Akihide; Kudo, Akihiko; Asakura, Yusuke; Yin, Shu; Kakihana, Masato; Kato, Hideki			Z-scheme water splitting by microspherical Rh-doped SrTiO3 photocatalysts prepared by a spray drying method	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				SEP 5	2019	252						222	229		10.1016/j.apcatb.2019.04.009								WOS:000469906200024						
J	Zhao, HW; Zhao, YN; Liu, MK; Li, XH; Ma, YH; Yong, X; Chen, H; Li, YD				Zhao, Huawang; Zhao, Yingnan; Liu, Mengke; Li, Xianghui; Ma, Yuhan; Yong, Xin; Chen, Hong; Li, Yongdan			Phosphorus modification to improve the hydrothermal stability of a Cu-SSZ-13 catalyst for selective reduction of NOx with NH3	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				SEP 5	2019	252						230	239		10.1016/j.apcatb.2019.04.037								WOS:000469906200025						
J	Pan, FP; Li, BY; Deng, W; Du, ZC; Gang, Y; Wang, GF; Li, Y				Pan, Fuping; Li, Boyang; Deng, Wei; Du, Zichen; Gang, Yang; Wang, Guofeng; Li, Ying			Promoting electrocatalytic CO2 reduction on nitrogen-doped carbon with sulfur addition	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				SEP 5	2019	252						240	249		10.1016/j.apcatb.2019.04.025								WOS:000469906200026						
J	Lu, XY; Xie, J; Chen, XB; Li, X				Lu, Xinyong; Xie, Jun; Chen, Xiaobo; Li, Xin			Engineering MPx (M = Fe, Co or Ni) interface electron transfer channels for boosting photocatalytic H-2 evolution over g-C3N4/MoS2 layered heterojunctions	APPLIED CATALYSIS B-ENVIRONMENTAL																Li, Xin/A-2698-2011	Li, Xin/0000-0002-4842-5054												0926-3373	1873-3883				SEP 5	2019	252						250	259		10.1016/j.apcatb.2019.04.012								WOS:000469906200027						
J	Mamaghani, AH; Haghighat, F; Lee, CS				Mamaghani, Alireza Haghighat; Haghighat, Fariborz; Lee, Chang-Seo			Photocatalytic oxidation of MEK over hierarchical TiO2 catalysts: Effect of photocatalyst features and operating conditions	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				AUG 15	2019	251						1	16		10.1016/j.apcatb.2019.03.057								WOS:000468014400001						
J	Contreras, D; Melin, V; Marquez, K; Perez-Gonzalez, G; Mansilla, HD; Pecchi, G; Henriquez, A				Contreras, David; Melin, Victoria; Marquez, Katherine; Perez-Gonzalez, Gabriel; Mansilla, Hector D.; Pecchi, Gina; Henriquez, Adolfo			Selective oxidation of cyclohexane to cyclohexanol by BiOI under visible light: Role of the ratio (110)/(001) facet	APPLIED CATALYSIS B-ENVIRONMENTAL																Contreras, David/C-6830-2012	Contreras, David/0000-0003-1346-5918												0926-3373	1873-3883				AUG 15	2019	251						17	24		10.1016/j.apcatb.2019.03.058								WOS:000468014400002						
J	Jagadeesh, RV; Lakshminarayanan, V				Jagadeesh, R. Venkata; Lakshminarayanan, V.			Enhanced electrocatalytic activity of Pd and Pd-polyaniline nanoparticles on electrochemically exfoliated graphite sheets	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				AUG 15	2019	251						25	36		10.1016/j.apcatb.2019.03.030								WOS:000468014400003						
J	Mahmoodi, R; Hosseini, MG; Rasouli, H				Mahmoodi, Raana; Hosseini, Mir Ghasem; Rasouli, Haleh			Enhancement of output power density and performance of direct borohydride-hydrogen peroxide fuel cell using Ni-Pd core-shell nanoparticles on polymeric composite supports (rGO-PANI) as novel electrocatalysts	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				AUG 15	2019	251						37	48		10.1016/j.apcatb.2019.03.064								WOS:000468014400004						
J	Wu, RF; Tsiakaras, P; Shen, PK				Wu, Rifeng; Tsiakaras, Panagiotis; Shen, Pei Kang			Facile synthesis of bimetallic Pt-Pd symmetry-broken concave nanocubes and their enhanced activity toward oxygen reduction reaction	APPLIED CATALYSIS B-ENVIRONMENTAL																	Shen, Pei Kang/0000-0001-6244-5978												0926-3373	1873-3883				AUG 15	2019	251						49	56		10.1016/j.apcatb.2019.03.045								WOS:000468014400005						
J	Wang, YY; Yang, CZ; Chen, AY; Pu, WH; Gong, JY				Wang, Yunyang; Yang, Changzhu; Chen, Ayan; Pu, Wenhong; Gong, Jianyu			Influence of yolk-shell Au@TiO2 structure induced photocatalytic activity towards gaseous pollutant degradation under visible light	APPLIED CATALYSIS B-ENVIRONMENTAL																Gong, Jianyu/C-6448-2015	Gong, Jianyu/0000-0002-3343-3174												0926-3373	1873-3883				AUG 15	2019	251						57	65		10.1016/j.apcatb.2019.03.056								WOS:000468014400006						
J	Yu, DY; Li, LB; Wu, M; Crittenden, JC				Yu, Deyou; Li, Lubiao; Wu, Minghua; Crittenden, John C.			Enhanced photocatalytic ozonation of organic pollutants using an iron-based metal-organic framework	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				AUG 15	2019	251						66	75		10.1016/j.apcatb.2019.03.050								WOS:000468014400007						
J	Nada, AA; Bekheet, MF; Viter, R; Miele, P; Roualdes, S; Bechelany, M				Nada, Amr A.; Bekheet, Maged F.; Viter, Roman; Miele, Philippe; Roualdes, Stephanie; Bechelany, Mikhael			BN/GdxTi(1-x)O(4-x)/2 nanofibers for enhanced photocatalytic hydrogen production under visible light	APPLIED CATALYSIS B-ENVIRONMENTAL																; bechelany, mikhael/G-7556-2011	Bekheet, Maged/0000-0003-1778-0288; bechelany, mikhael/0000-0002-2913-2846												0926-3373	1873-3883				AUG 15	2019	251						76	86		10.1016/j.apcatb.2019.03.043								WOS:000468014400008						
J	Ji, L; Yan, PF; Zhu, CH; Ma, CY; Wu, WZ; Wei, C; Shen, YL; Chu, SQ; Wang, JO; Du, Y; Chen, J; Yang, XA; Xu, Q				Ji, Liang; Yan, Pengfei; Zhu, Chuanhui; Ma, Chunyan; Wu, Wenzhuo; Wei, Cong; Shen, Yonglong; Chu, Shengqi; Wang, Jiaou; Du, Yi; Chen, Jun; Yang, Xinan; Xu, Qun			One-pot synthesis of porous 1T-phase MoS2 integrated with single-atom Cu doping for enhancing electrocatalytic hydrogen evolution reaction	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				AUG 15	2019	251						87	93		10.1016/j.apcatb.2019.03.053								WOS:000468014400009						
J	Wang, JP; Song, YA; Hu, J; Li, Y; Wang, ZY; Yang, P; Wang, G; Ma, Q; Che, QD; Dai, Y; Huang, BB				Wang, Junpeng; Song, Yanan; Hu, Jing; Li, Yu; Wang, Zeyan; Yang, Ping; Wang, Gang; Ma, Qian; Che, Quande; Dai, Ying; Huang, Baibiao			Photocatalytic hydrogen evolution on P-type tetragonal zircon BiVO4	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				AUG 15	2019	251						94	101		10.1016/j.apcatb.2019.03.049								WOS:000468014400010						
J	Zang, SH; Zhang, GG; Lan, ZA; Zheng, DD; Wang, XC				Zang, Shaohong; Zhang, Guigang; Lan, Zhi-An; Zheng, Dandan; Wang, Xinchen			Enhancement of photocatalytic H-2 evolution on pyrene-based polymer promoted by MoS2 and visible light	APPLIED CATALYSIS B-ENVIRONMENTAL																wang, xin chen/D-6020-2016	wang, xin chen/0000-0002-2490-3568; Lan, Zhi-An/0000-0002-0638-0564												0926-3373	1873-3883				AUG 15	2019	251						102	111		10.1016/j.apcatb.2019.03.061								WOS:000468014400011						
J	Zhu, MH; Chen, JC; Guo, R; Xu, J; Fang, XC; Han, YF				Zhu, Minghui; Chen, Jiacheng; Guo, Rong; Xu, Jing; Fang, Xiangchen; Han, Yi-Fan			Cobalt phthalocyanine coordinated to pyridine-functionalized carbon nanotubes with enhanced CO2 electroreduction	APPLIED CATALYSIS B-ENVIRONMENTAL																QIAN, LIU/S-1353-2019													0926-3373	1873-3883				AUG 15	2019	251						112	118		10.1016/j.apcatb.2019.03.047								WOS:000468014400012						
J	Chen, K; Fang, HH; Wu, S; Liu, X; Zheng, JW; Zhou, S; Duan, XP; Zhuang, YC; Tsang, SCE; Yuan, YZ				Chen, Kun; Fang, Huihuang; Wu, Simson; Liu, Xi; Zheng, Jianwei; Zhou, Song; Duan, Xinping; Zhuang, Yichao; Tsang, Shik Chi Edman; Yuan, Youzhu			CO2 hydrogenation to methanol over Cu catalysts supported on La-modified SBA-15: The crucial role of Cu-LaOx interfaces	APPLIED CATALYSIS B-ENVIRONMENTAL																Yuan, Youzhu/G-4649-2010	Yuan, Youzhu/0000-0003-1668-9984												0926-3373	1873-3883				AUG 15	2019	251						119	129		10.1016/j.apcatb.2019.03.059								WOS:000468014400013						
J	Cheng, G; Tan, XF; Song, XJ; Chen, X; Dai, WX; Yuan, RS; Fu, XZ				Cheng, Gang; Tan, Xiaofang; Song, Xinjie; Chen, Xun; Dai, Wenxin; Yuan, Rusheng; Fu, Xianzhi			Visible light assisted thermocatalytic reaction of CO plus NO over Pd/LaFeO3	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				AUG 15	2019	251						130	142		10.1016/j.apcatb.2019.03.029								WOS:000468014400014						
J	Zepeda, TA; Torres-Garcia, NL; Antunez-Garcia, J; Galvan, DH; Pawelec, B; Huirache-Acuna, R; de Leon, JND; Alonso-Nunez, G; Fierro, JLG; Fuentes, S				Zepeda, T. A.; Torres-Garcia, N. L.; Antunez-Garcia, J.; Galvan, D. H.; Pawelec, B.; Huirache-Acuna, R.; Diaz de Leon, J. N.; Alonso-Nunez, G.; Fierro, J. L. G.; Fuentes, S.			Synergetic effect in RuxMox(1-x)S2/SBA-15 hydrodesulfurization catalysts: Comparative experimental and DFT studies	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				AUG 15	2019	251						143	153		10.1016/j.apcatb.2019.03.034								WOS:000468014400015						
J	Huang, HS; Song, Y; Li, NJ; Chen, DY; Xu, QF; Li, H; He, JH; Lu, JM				Huang, Huoshuai; Song, Yun; Li, Najun; Chen, Dongyun; Xu, Qingfeng; Li, Hua; He, Jinghui; Lu, Jianmei			One-step in-situ preparation of N-doped TiO2@C derived from Ti3C2 MXene for enhanced visible-light driven photodegradation	APPLIED CATALYSIS B-ENVIRONMENTAL																													0926-3373	1873-3883				AUG 15	2019	251						154	161		10.1016/j.apcatb.2019.03.066								WOS:000468014400016						
J	Wang, JJ; Chang, K; Sun, ZY; Lee, JH; Tackett, BM; Zhang, C; Chen, JGG; Liu, CJ				Wang, Jiajun; Chang, Kuan; Sun, Zeyu; Lee, Ji Hoon; Tackett, Brian M.; Zhang, Cheng; Chen, Jingguang G.; Liu, Chang-Jun			A Combined experimental and theoretical study of the accelerated hydrogen evolution kinetics over wide pH range on porous transition metal doped tungsten phosphide electrocatalysts	APPLIED CATALYSIS B-ENVIRONMENTAL																Lee, Ji Hoon/T-4913-2017	Lee, Ji Hoon/0000-0002-6459-7120; Liu, Chang-jun/0000-0001-9918-1638												0926-3373	1873-3883				AUG 15	2019	251						162	167		10.1016/j.apcatb.2019.03.065								WOS:000468014400017						
